nct_id,nct_id_original,pt_cohort,include,concept_id,concept_name,domain,negation,concept_group_id,start_index,end_index,entity_source_text,temporal_source_text,before_days,numeric_source_text,numeric_att_min,numeric_att_max,is_exclusion,to_display
NCT04322682,NCT04322682,1,1,437663,Fever,Condition,0,870826774,619,624,fever,at the time of presentation,10000,"",-99999,99999,0,1
NCT04337216,NCT04337216,1,1,437663,Fever,Condition,0,870853274,181,186,fever,within 24-48,0,"",-99999,99999,0,1
NCT04341935,NCT04341935,1,1,437663,Fever,Condition,0,870862774,186,191,fever,"",0,"",-99999,99999,0,1
NCT04342663,NCT04342663,1,1,437663,Fever,Condition,0,870863874,215,220,fever,"",0,"",-99999,99999,0,1
NCT04343651,NCT04343651,1,1,437663,Fever,Condition,0,870866474,322,327,fever,"",0,"",-99999,99999,0,1
NCT04343755,NCT04343755_recipient,2,1,437663,Fever,Condition,0,870867674,973,978,fever,"",0,"",-99999,99999,0,1
NCT04347239,NCT04347239,1,1,437663,Fever,Condition,0,870876374,406,411,fever,within 5 days of screening,5,"",-99999,99999,0,1
NCT04348240,NCT04348240_covid19,1,1,437663,Fever,Condition,0,870877574,488,493,fever,"",0,"",-99999,99999,0,1
NCT04349098,NCT04349098,1,1,437663,Fever,Condition,0,870879974,438,443,fever,"",0,"",-99999,99999,0,1
NCT04351620,NCT04351620,1,1,437663,Fever,Condition,0,870884474,1394,1399,fever,> 72h,0,"",-99999,99999,0,1
NCT04353037,NCT04353037_covid19,1,1,437663,Fever,Condition,0,,174,179,fever,within four days prior to time of enrollment,4,"",-99999,99999,0,1
NCT04354155,NCT04354155,1,1,437663,Fever,Condition,0,870890974,279,284,Fever,"",0,"",-99999,99999,0,1
NCT04356937,NCT04356937,1,1,437663,Fever,Condition,0,,741,746,Fever,"",0,"",-99999,99999,0,1
NCT04358068,NCT04358068,1,1,437663,Fever,Condition,0,870900674,231,236,fever,within 24 hours of screening,1,"",-99999,99999,0,1
NCT04358081,NCT04358081,1,1,437663,Fever,Condition,0,870901774,409,414,fever,7 days prior to randomization,7,"",-99999,99999,0,1
NCT04359329,NCT04359329,1,1,437663,Fever,Condition,0,,223,228,fever,History of,0,"",-99999,99999,0,1
NCT04360551,NCT04360551,1,1,437663,Fever,Condition,0,870907274,646,651,fever,Current,10000,"",-99999,99999,0,1
NCT04361214,NCT04361214,1,1,437663,Fever,Condition,0,,189,194,Fever,History of,0,"",-99999,99999,0,1
NCT04362176,NCT04362176,1,1,437663,Fever,Condition,0,,210,215,fever,Unable to randomize within 48 hours after hospital arrival,2,"",-99999,99999,0,1
NCT04363866,NCT04363866,1,1,437663,Fever,Condition,0,870915574,335,340,fever,within the past 14 days,14,"",-99999,99999,0,1
NCT04363866,NCT04363866,1,1,437663,Fever,Condition,0,870915774,869,874,fever,"",0,"",-99999,99999,0,1
NCT04365257,NCT04365257,1,1,437663,Fever,Condition,0,870919074,448,453,fever,"",0,"",-99999,99999,0,1
NCT04369742,NCT04369742,1,1,437663,Fever,Condition,0,870926074,257,262,fever,"",0,"",-99999,99999,0,1
NCT04372628,NCT04372628,1,1,437663,Fever,Condition,0,870935174,346,351,fever,for 6 days,6,"",-99999,99999,0,1
NCT04377308,NCT04377308,1,1,437663,Fever,Condition,0,,314,319,fever,"",0,"",-99999,99999,0,1
NCT04377659,NCT04377659,1,1,437663,Fever,Condition,0,,389,394,Fever,ongoing,0,"",-99999,99999,0,1
NCT04379518,NCT04379518,1,1,437663,Fever,Condition,0,870946974,302,307,fever,"",0,"",-99999,99999,0,1
NCT04380870,NCT04380870,1,1,437663,Fever,Condition,0,,121,126,fever,"",0,"",-99999,99999,0,1
NCT04337216,NCT04337216,1,1,4239130,Oxygen therapy,Procedure,0,870853374,296,315,supplemental oxygen,"",0,"",-99999,99999,0,1
NCT04340232,NCT04340232,1,1,4239130,Oxygen therapy,Procedure,0,870858274,468,487,supplemental oxygen,"",0,"",-99999,99999,0,1
NCT04341675,NCT04341675,1,1,4239130,Oxygen therapy,Procedure,0,870861474,192,211,supplemental oxygen,"",0,"",-99999,99999,0,1
NCT04344184,NCT04344184,1,1,4239130,Oxygen therapy,Procedure,0,,402,421,supplemental oxygen,"",0,"",-99999,99999,0,1
NCT04344184,NCT04344184,1,1,4239130,Oxygen therapy,Procedure,0,,338,357,supplemental oxygen,"",0,"",-99999,99999,0,1
NCT04344184,NCT04344184,1,1,4239130,Oxygen therapy,Procedure,0,870868674,283,302,supplemental oxygen,"",0,"",-99999,99999,0,1
NCT04346615,NCT04346615,1,1,4239130,Oxygen therapy,Procedure,0,,729,748,supplemental oxygen,prior to randomization,0,"",-99999,99999,0,1
NCT04379518,NCT04379518,1,1,45888085,Surgery,Procedure,0,870946874,110,117,surgery,"",0,"",-99999,99999,0,1
NCT04336215,NCT04336215,1,0,45888085,Surgery,Procedure,0,870851974,1128,1135,surgery,in the past 30 days,30,"",-99999,99999,1,1
NCT04353037,NCT04353037_covid19,1,0,45888085,Surgery,Procedure,0,870887874,2942,2949,surgery,during study participation,0,"",-99999,99999,1,1
NCT04353037,NCT04353037_healthcare,2,0,45888085,Surgery,Procedure,0,870888874,2942,2949,surgery,during study participation,0,"",-99999,99999,1,1
NCT04353271,NCT04353271,1,0,45888085,Surgery,Procedure,0,870890574,982,989,surgery,within 3 months,90,"",-99999,99999,1,1
NCT04371640,NCT04371640,1,0,45888085,Surgery,Procedure,0,,1045,1052,surgery,within 1 month,30,"",-99999,99999,1,1
NCT04375397,NCT04375397,1,0,45888085,Surgery,Procedure,0,,749,756,surgery,within 4 weeks,28,"",-99999,99999,1,1
NCT04399980,NCT04399980,1,1,437663,Fever,Condition,0,870970674,261,266,fever,within 24-48 hours,-416,"",-99999,99999,0,1
NCT04399980,NCT04399980,1,1,437663,Fever,Condition,0,870970674,281,286,fever,within 24-48 hours,-416,"",-99999,99999,0,1
NCT04405570,NCT04405570,1,1,437663,Fever,Condition,0,870979674,540,545,fever,"",0,"",-99999,99999,0,1
NCT04410354,NCT04410354,1,1,437663,Fever,Condition,0,870985474,174,179,fever,"",0,"",-99999,99999,0,1
NCT04412668,NCT04412668,1,1,437663,Fever,Condition,0,870988974,130,135,fever,"",0,"",-99999,99999,0,1
NCT04414124,NCT04414124,1,1,437663,Fever,Condition,0,870990874,222,227,fever,more than 72 hours prior to COVID-19 testing,3,"",-99999,99999,0,1
NCT04305457,NCT04305457,1,1,437663,Fever,Condition,0,870818274,223,230,fever  ,"",0,"",-99999,99999,0,1
NCT04365101,NCT04365101,1,1,437663,Fever,Condition,0,870917174,145,152,Fever  ,"",0,"",-99999,99999,0,1
NCT04319731,NCT04319731,1,1,437663,Fever,Condition,0,870825074,74,80,fevers,"",0,"",-99999,99999,0,1
NCT04384445,NCT04384445,1,1,437663,Fever,Condition,0,870954174,1062,1068,fevers,"",0,"",-99999,99999,0,1
NCT04405739,NCT04405739,1,1,437663,Fever,Condition,0,870980474,137,143,Fevers,"",0,"",-99999,99999,0,1
NCT04390191,NCT04390191,1,1,4319159,Influenza-like illness,Condition,0,870960174,240,256,flu-like illness,"",0,"",-99999,99999,0,1
NCT04320862,NCT04320862,1,1,4319159,Influenza-like illness,Condition,0,,23,40,flu-like symptoms,"",0,"",-99999,99999,0,1
NCT03648372,NCT03648372_other,2,1,4147411,Follicular non-Hodgkin's lymphoma,Condition,0,870807474,670,689,follicular lymphoma,"",0,"",-99999,99999,0,1
NCT04362813,NCT04362813,1,0,433701,Mycosis,Condition,1,870911474,1149,1186,fungal infection,"",0,"",-99999,99999,0,1
NCT04341727,NCT04341727,1,1,4269764,Glucose-6-phosphate dehydrogenase deficiency anemia,Condition,0,870861974,228,268,glucose-6 phosphate-dehydrogenase (G6PD),48 hours prior to enrollment,2,"",-99999,99999,0,1
NCT04392219,NCT04392219,1,1,4047705,General health good,Condition,0,,239,250,good health,within 14 days prior to the first dose of study drug,14,"",-99999,99999,0,1
NCT04401410,NCT04401410,1,1,37397362,Bilateral lung opacities on chest X-ray,Condition,0,870972974,697,719,ground glass opacities,"",0,"",-99999,99999,0,1
NCT04381988,NCT04381988,1,1,4131756,Neoplasm of female genital organ,Condition,0,870951374,1624,1642,Gynecologic cancer,"",0,"",-99999,99999,0,1
NCT04381988,NCT04381988,1,1,4111017,Neoplasm of head and neck,Condition,0,870951374,1477,1514,Head and Neck Cancer,"",0,"",-99999,99999,0,1
NCT04329923,NCT04329923_1,1,1,378253,Headache,Condition,0,870835274,508,516,headache,during pre-medication examination,0,"",-99999,99999,0,1
NCT04341935,NCT04341935,1,1,378253,Headache,Condition,0,870862674,209,217,headache,"",0,"",-99999,99999,0,1
NCT04343651,NCT04343651,1,1,378253,Headache,Condition,0,870866474,375,383,headache,"",0,"",-99999,99999,0,1
NCT04345614,NCT04345614,1,1,378253,Headache,Condition,0,,206,214,headache,Current,10000,"",-99999,99999,0,1
NCT04346628,NCT04346628,1,1,378253,Headache,Condition,0,870874974,424,432,Headache,"",0,"",-99999,99999,0,1
NCT04347239,NCT04347239,1,1,378253,Headache,Condition,0,870876374,442,450,headache,within 5 days of screening,5,"",-99999,99999,0,1
NCT04349098,NCT04349098,1,1,378253,Headache,Condition,0,,474,482,headache,using the formula of Cockcroft and Gault,0,"",-99999,99999,0,1
NCT04372628,NCT04372628,1,1,378253,Headache,Condition,0,870935174,476,484,headache,for 6 days,6,"",-99999,99999,0,1
NCT04410354,NCT04410354,1,1,378253,Headache,Condition,0,870985474,210,218,headache,"",0,"",-99999,99999,0,1
NCT04351620,NCT04351620,1,1,378253,Headache,Condition,0,870884374,499,508,headaches,"",0,"",-99999,99999,0,1
NCT04361214,NCT04361214,1,1,378253,Headache,Condition,0,870908174,494,503,headaches,"",0,"",-99999,99999,0,1
NCT04360954,NCT04360954,1,1,36308878,Healthy,Condition,0,870907874,188,195,healthy,"",0,"",-99999,99999,0,1
NCT04368728,NCT04368728_1,1,1,36308878,Healthy,Condition,0,,368,375,Healthy,within 24 hours,1,"",-99999,99999,0,1
NCT04368728,NCT04368728_2,2,1,36308878,Healthy,Condition,0,,368,375,Healthy,"",0,"",-99999,99999,0,1
NCT04368728,NCT04368728_3,3,1,36308878,Healthy,Condition,0,,368,375,Healthy,"",0,"",-99999,99999,0,1
NCT04374019,NCT04374019,1,1,321588,Heart disease,Condition,0,,600,615,heart condition,"",0,"",-99999,99999,0,1
NCT04350450,NCT04350450,1,1,321588,Heart disease,Condition,0,870881374,258,271,heart disease,"",0,"",-99999,99999,0,1
NCT04322682,NCT04322682,1,1,316139,Heart failure,Condition,0,870826774,580,593,heart failure,at the time of presentation,10000,"",-99999,99999,0,1
NCT04350593,NCT04350593,1,1,316139,Heart failure,Condition,0,870881874,496,509,heart failure,"",0,"",-99999,99999,0,1
NCT04351880,NCT04351880,1,1,316139,Heart failure,Condition,0,870885674,272,285,Heart failure,"",0,"",-99999,99999,0,1
NCT04331795,NCT04331795_A,1,1,439727,Human immunodeficiency virus infection,Condition,0,870838474,1177,1180,HIV,history of,0,"",-99999,99999,0,1
NCT04350450,NCT04350450,1,1,439727,Human immunodeficiency virus infection,Condition,0,870881374,432,435,HIV,"",0,"",-99999,99999,0,1
NCT04372186,NCT04372186,1,0,439727,Human immunodeficiency virus infection,Condition,1,,691,694,HIV,at screening,0,"",-99999,99999,0,1
NCT04390503,NCT04390503_B,1,1,439727,Human immunodeficiency virus infection,Condition,0,870960974,1413,1416,HIV,within the past 6 months,180,"",-99999,99999,0,1
NCT04333953,NCT04333953,1,1,439727,Human immunodeficiency virus infection,Condition,0,,23,34,HIV disease,"",0,"",-99999,99999,0,1
NCT04408040,NCT04408040,1,1,439727,Human immunodeficiency virus infection,Condition,0,870982874,508,519,HIV disease,"",0,"",-99999,99999,0,1
NCT04354428,NCT04354428,1,1,439727,Human immunodeficiency virus infection,Condition,0,870891474,781,809,human immunodeficiency virus,"",0,"",-99999,99999,0,1
NCT04322682,NCT04322682,1,1,316866,Hypertensive disorder,Condition,0,870826774,437,449,hypertension,at the time of presentation,10000,"",-99999,99999,0,1
NCT04329923,NCT04329923_2,2,1,316866,Hypertensive disorder,Condition,0,870836974,1496,1508,hypertension,Current  ,10000,"",-99999,99999,0,1
NCT04350593,NCT04350593,1,1,316866,Hypertensive disorder,Condition,0,870881874,436,448,hypertension,"",0,"",-99999,99999,0,1
NCT04351620,NCT04351620,1,1,316866,Hypertensive disorder,Condition,0,870884474,943,955,Hypertension,> 72h,0,"",-99999,99999,0,1
NCT04354428,NCT04354428,1,1,316866,Hypertensive disorder,Condition,0,870891574,650,662,Hypertension,"",0,"",-99999,99999,0,1
NCT04361214,NCT04361214,1,1,316866,Hypertensive disorder,Condition,0,870907974,969,981,hypertension,for > 72h,0,"",-99999,99999,0,1
NCT04361214,NCT04361214,1,1,316866,Hypertensive disorder,Condition,0,870907974,969,981,hypertension,for > 72h,0,"",-99999,99999,0,1
NCT04361552,NCT04361552,1,1,316866,Hypertensive disorder,Condition,0,870908774,359,371,Hypertension,Current,10000,"",-99999,99999,0,1
NCT04363866,NCT04363866,1,1,316866,Hypertensive disorder,Condition,0,870915974,1207,1219,Hypertension,"",0,"",-99999,99999,0,1
NCT04365101,NCT04365101,1,1,316866,Hypertensive disorder,Condition,0,870917274,290,302,Hypertension,at the time of signing the Study informed consent form (ICF) for the Phase I of the study,10000,"",-99999,99999,0,1
NCT04365699,NCT04365699_intervention,1,1,316866,Hypertensive disorder,Condition,0,870919774,579,591,hypertension,"",0,"",-99999,99999,0,1
NCT04370782,NCT04370782,1,1,316866,Hypertensive disorder,Condition,0,870927974,560,572,hypertension,history of,0,"",-99999,99999,0,1
NCT04372017,NCT04372017_B,2,1,316866,Hypertensive disorder,Condition,0,870931974,1800,1812,Hypertension,in the past 1 year,365,"",-99999,99999,0,1
NCT04374019,NCT04374019,1,1,316866,Hypertensive disorder,Condition,0,,389,401,Hypertension,"",0,"",-99999,99999,0,1
NCT04388683,NCT04388683,1,1,316866,Hypertensive disorder,Condition,0,870957074,581,593,Hypertension,at any time within the prior 6 months,180,"",-99999,99999,0,1
NCT04390503,NCT04390503_B,1,1,316866,Hypertensive disorder,Condition,0,870960874,966,978,hypertension,"",0,"",-99999,99999,0,1
NCT04390503,NCT04390503_C,2,1,316866,Hypertensive disorder,Condition,0,870961674,966,978,hypertension,current,10000,"",-99999,99999,0,1
NCT04396106,NCT04396106,1,1,316866,Hypertensive disorder,Condition,0,870967374,388,400,hypertension,"",0,"",-99999,99999,0,1
NCT04401410,NCT04401410,1,1,316866,Hypertensive disorder,Condition,0,870973074,869,881,Hypertension,"",0,"",-99999,99999,0,1
NCT04352985,NCT04352985,1,1,317002,Low blood pressure,Condition,0,,47,58,Hypotension,within the past 7 days,7,"",-99999,99999,0,1
NCT03808922,NCT03808922_covid19sub,1,1,437390,Hypoxemia,Condition,0,870808174,108,117,Hypoxemia,"",0,"",-99999,99999,0,1
NCT03808922,NCT03808922_main,2,1,437390,Hypoxemia,Condition,0,870809674,108,117,Hypoxemia,"",0,"",-99999,99999,0,1
NCT04193878,NCT04193878,1,1,437390,Hypoxemia,Condition,0,870812774,514,523,Hypoxemia,at enrollment,0,"",-99999,99999,0,1
NCT04343755,NCT04343755_recipient,2,1,437390,Hypoxemia,Condition,0,870867674,1015,1024,Hypoxemia,"",0,"",-99999,99999,0,1
NCT04344184,NCT04344184,1,1,437390,Hypoxemia,Condition,0,870868774,145,154,hypoxemia,"",0,"",-99999,99999,0,1
NCT04390191,NCT04390191,1,1,437390,Hypoxemia,Condition,0,870960274,332,341,hypoxemia,"",0,"",-99999,99999,0,1
NCT04391309,NCT04391309,1,1,437390,Hypoxemia,Condition,0,870962674,383,392,Hypoxemia,"",0,"",-99999,99999,0,1
NCT04394884,NCT04394884,1,1,437390,Hypoxemia,Condition,0,870966874,318,327,hypoxemia,"",0,"",-99999,99999,0,1
NCT04405739,NCT04405739,1,0,45888085,Surgery,Procedure,0,,6617,6624,surgery,within 48 hours after hospital admission,2,"",-99999,99999,1,1
NCT04408222,NCT04408222,1,1,37395564,Hypoxemic respiratory failure,Condition,0,870983174,168,197,hypoxemic respiratory failure,"",0,"",-99999,99999,0,1
NCT04305457,NCT04305457,1,1,4306572,Hypoxia,Condition,0,,399,406,hypoxia,for more than 72 hours,3,"",-99999,99999,0,1
NCT04337216,NCT04337216,1,1,4306572,Hypoxia,Condition,0,870853374,249,256,Hypoxia,"",0,"",-99999,99999,0,1
NCT04341675,NCT04341675,1,1,4306572,Hypoxia,Condition,0,870861474,126,133,Hypoxia,"",0,"",-99999,99999,0,1
NCT04381013,NCT04381013_2,2,1,37206603,Venovenous extracorporeal membrane oxygenation,Procedure,0,,178,224,venovenous extracorporeal membrane oxygenation,"",0,"",-99999,99999,0,1
NCT04387786,NCT04387786,1,0,44791135,Ventilatory support,Procedure,1,,109,119,ventilated,"",0,"",-99999,99999,0,1
NCT04366791,NCT04366791,1,1,44791135,Ventilatory support,Procedure,0,,427,445,ventilator support,prior to the schedule date of delivery of low-dose radiation therapy,0,"",-99999,99999,0,1
NCT04369599,NCT04369599,1,1,44791135,Ventilatory support,Procedure,0,,143,161,ventilator support,within the last 5 days,5,"",-99999,99999,0,1
NCT04320862,NCT04320862,1,1,4098124,Laboratory test order cancelation,Procedure,0,,44,60,viral test order,"",0,"",-99999,99999,0,1
NCT04323761,NCT04323761,1,0,4052536,Extracorporeal membrane oxygenation,Procedure,0,,2525,2584,venous arterial (V-A) extracorporeal membrane oxygen (ECMO),"",0,"",-99999,99999,1,1
NCT04358549,NCT04358549,1,0,44791135,Ventilatory support,Procedure,0,,1970,1980,ventilator,at the time of study entry,10000,"",-99999,99999,1,1
NCT04384445,NCT04384445,1,0,44791135,Ventilatory support,Procedure,0,870954274,1684,1694,ventilator,"",0,"",-99999,99999,1,1
NCT04391712,NCT04391712,1,0,45889042,Ventilator Management,Procedure,0,,199,220,Ventilator management,"",0,"",-99999,99999,1,1
NCT04343976,NCT04343976,1,0,44791135,Ventilatory support,Procedure,0,870868074,607,626,ventilatory support,concomitant,0,"",-99999,99999,1,1
NCT04389840,NCT04389840,1,0,4021808,Reposition endotracheal tube,Procedure,0,870959674,579,603,via an endotracheal tube,Currently,10000,"",-99999,99999,1,1
NCT04385199,NCT04385199,1,0,37206603,Venovenous extracorporeal membrane oxygenation,Procedure,0,870954774,315,322,VV ECMO,in past 30 days,30,"",-99999,99999,1,1
NCT04292899,NCT04292899,1,0,37206603,Venovenous extracorporeal membrane oxygenation,Procedure,0,870817974,1290,1298,V-V ECMO,any duration,0,"",-99999,99999,1,1
NCT04329832,NCT04329832,1,0,4032243,Dialysis procedure,Procedure,0,870834774,415,435,Chronic hemodialysis,"",0,"",-99999,99999,1,1
NCT04418544,NCT04418544,1,0,4043183,Procedure on esophagus,Procedure,0,870992774,574,592,esophageal surgery,Prior,0,"",-99999,99999,1,1
NCT04363346,NCT04363346,1,0,21603891,IMMUNOSUPPRESSANTS,Drug,0,,1901,1926,immunosuppressive therapy,history of,0,"",-99999,99999,1,1
NCT04363346,NCT04363346,1,0,21603891,IMMUNOSUPPRESSANTS,Drug,0,,2054,2079,immunosuppressive therapy,history of,0,"",-99999,99999,1,1
NCT04368728,NCT04368728_1,1,0,21603891,IMMUNOSUPPRESSANTS,Drug,0,,2385,2410,immunosuppressive therapy,within 24 hours,1,"",-99999,99999,1,1
NCT04368728,NCT04368728_2,2,0,21603891,IMMUNOSUPPRESSANTS,Drug,0,,2385,2410,immunosuppressive therapy,"",0,"",-99999,99999,1,1
NCT04368728,NCT04368728_3,3,0,21603891,IMMUNOSUPPRESSANTS,Drug,0,,2385,2410,immunosuppressive therapy,"",0,"",-99999,99999,1,1
NCT04350450,NCT04350450,1,1,4306572,Hypoxia,Condition,0,870881574,603,610,Hypoxia,"",0,"",-99999,99999,0,1
NCT04384445,NCT04384445,1,1,4306572,Hypoxia,Condition,0,870953774,539,546,hypoxia,"",0,"",-99999,99999,0,1
NCT04384445,NCT04384445,1,1,4306572,Hypoxia,Condition,0,870953974,837,844,hypoxia,"",0,"",-99999,99999,0,1
NCT04399980,NCT04399980,1,1,4306572,Hypoxia,Condition,0,870970774,353,360,Hypoxia,"",0,"",-99999,99999,0,1
NCT04412486,NCT04412486,1,1,4306572,Hypoxia,Condition,0,870988774,242,249,Hypoxia,"",0,"",-99999,99999,0,1
NCT04335123,NCT04335123,1,1,37395564,Hypoxemic respiratory failure,Condition,0,,149,176,Hypoxic respiratory failure,within 48 hours prior to Day 0,1,"",-99999,99999,0,1
NCT04315298,NCT04315298,1,1,4192174,Illness,Condition,0,,308,315,illness,Current,10000,"",-99999,99999,0,1
NCT04335552,NCT04335552,1,1,4192174,Illness,Condition,0,870851174,629,636,Illness,QTc,0,"",-99999,99999,0,1
NCT04361214,NCT04361214,1,1,433740,Immunodeficiency disorder,Condition,0,,1546,1564,immunodeficiencies,History of,0,"",-99999,99999,0,1
NCT03808922,NCT03808922_main,2,1,433740,Immunodeficiency disorder,Condition,0,,993,1009,immunodeficiency,for >1 year,365,"",-99999,99999,0,1
NCT04331795,NCT04331795_A,1,1,433740,Immunodeficiency disorder,Condition,0,870838474,1288,1304,immunodeficiency,history of,0,"",-99999,99999,0,1
NCT04374565,NCT04374565,1,1,433740,Immunodeficiency disorder,Condition,0,,483,499,immunodeficiency,within 72 hours of admission to afloor bed (non-ICU bed),3,"",-99999,99999,0,1
NCT04401410,NCT04401410,1,1,433740,Immunodeficiency disorder,Condition,0,870973874,1224,1247,Immunodeficiency states,> 3 months ago,-43,"",-99999,99999,0,1
NCT04361214,NCT04361214,1,1,4242843,Immunosuppression,Condition,0,870907974,1418,1435,immunosuppression,for > 72h,0,"",-99999,99999,0,1
NCT04359901,NCT04359901,1,1,4114727,Difficulty speaking at a normal rate,Condition,0,,425,477,inability to speak complete sentences without effort,enrollment in the trial,0,"",-99999,99999,0,1
NCT04312009,NCT04312009,1,1,4239943,Increased metabolic requirement,Condition,0,870820874,211,239,increased oxygen requirement,"",0,"",-99999,99999,0,1
NCT04343989,NCT04343989,1,1,4239943,Increased metabolic requirement,Condition,0,870868274,688,714,increasing O2 requirements,over 24 hours,1,"",-99999,99999,0,1
NCT04352985,NCT04352985,1,1,432250,Disorder due to infection,Condition,0,,628,637,infection,within the past 7 days,7,"",-99999,99999,0,1
NCT04331795,NCT04331795_A,1,1,4027562,Radiologic infiltrate,Condition,0,,378,389,infiltrates,history of,0,"",-99999,99999,0,1
NCT04372628,NCT04372628,1,1,4289517,Loss of taste,Condition,0,870935174,533,546,loss of taste,for 6 days,6,"",-99999,99999,0,1
NCT03648372,NCT03648372_other,2,1,35125585,Low grade lymphoma,Condition,0,870807474,642,661,low grade lymphomas,"",0,"",-99999,99999,0,1
NCT04405570,NCT04405570,1,1,4175297,Lower respiratory tract infection,Condition,0,870979674,759,784,lower respiratory illness,"",0,"",-99999,99999,0,1
NCT04335552,NCT04335552,1,1,4175297,Lower respiratory tract infection,Condition,0,,772,798,lower respiratory symptoms,within 48 hours of enrollment,2,"",-99999,99999,0,1
NCT04343651,NCT04343651,1,1,4175297,Lower respiratory tract infection,Condition,0,,700,726,lower respiratory symptoms,at the time of screening,10000,"",-99999,99999,0,1
NCT04365101,NCT04365101,1,1,4175297,Lower respiratory tract infection,Condition,0,,750,783,lower respiratory tract infection,> 3 years from the date of signing the ICF,1095,"",-99999,99999,0,1
NCT04377672,NCT04377672,1,1,257907,Disorder of lung,Condition,0,870945174,410,422,Lung disease,"",0,"",-99999,99999,0,1
NCT04388826,NCT04388826,1,1,257907,Disorder of lung,Condition,0,870958374,433,445,Lung Disease,"",0,"",-99999,99999,0,1
NCT04377620,NCT04377620,1,1,37397362,Bilateral lung opacities on chest X-ray,Condition,0,,507,596,lung imaging showing bilateral or diffuse pulmonary infiltrates on chest x-ray or CT scan,within 30 days of randomization,30,"",-99999,99999,0,1
NCT04341116,NCT04341116,1,1,4028389,Infectious disease of lung,Condition,0,,242,256,lung infection,"",0,"",-99999,99999,0,1
NCT04343261,NCT04343261,1,1,4249557,Radiologic infiltrate of lung,Condition,0,,383,399,lung infiltrates,"",0,"",-99999,99999,0,1
NCT04343651,NCT04343651,1,1,4249557,Radiologic infiltrate of lung,Condition,0,,942,958,lung infiltrates,at the time of screening,10000,"",-99999,99999,0,1
NCT04358003,NCT04358003,1,1,4249557,Radiologic infiltrate of lung,Condition,0,,391,407,lung infiltrates,"",0,"",-99999,99999,0,1
NCT04349098,NCT04349098,1,1,312437,Dyspnea,Condition,0,,497,516,shortness of breath,using the formula of Cockcroft and Gault,0,"",-99999,99999,0,1
NCT04350450,NCT04350450,1,1,312437,Dyspnea,Condition,0,870881574,582,601,Shortness of Breath,"",0,"",-99999,99999,0,1
NCT04354155,NCT04354155,1,1,312437,Dyspnea,Condition,0,870890974,337,356,Shortness of breath,"",0,"",-99999,99999,0,1
NCT04358068,NCT04358068,1,1,312437,Dyspnea,Condition,0,870900674,269,288,shortness of breath,within 24 hours of screening,1,"",-99999,99999,0,1
NCT04359329,NCT04359329,1,1,312437,Dyspnea,Condition,0,870903774,247,266,shortness of breath,new onset (<7 days),7,"",-99999,99999,0,1
NCT04362176,NCT04362176,1,1,312437,Dyspnea,Condition,0,870910774,237,256,shortness of breath,Currently,10000,"",-99999,99999,0,1
NCT04359810,NCT04359810,1,0,4052536,Extracorporeal membrane oxygenation,Procedure,0,,898,919,veno-venous (VV)-ECMO,"Females of childbearing age and males, must be willing to practice an effective contraceptive method or remain abstinent during the study period",0,"",-99999,99999,1,1
NCT04365257,NCT04365257,1,1,312437,Dyspnea,Condition,0,870919074,505,524,shortness of breath,"",0,"",-99999,99999,0,1
NCT04372628,NCT04372628,1,1,312437,Dyspnea,Condition,0,870935174,353,372,shortness of breath,for 6 days,6,"",-99999,99999,0,1
NCT04377308,NCT04377308,1,1,312437,Dyspnea,Condition,0,870943774,330,349,shortness of breath,"",0,"",-99999,99999,0,1
NCT04379518,NCT04379518,1,1,312437,Dyspnea,Condition,0,870946974,396,415,shortness of breath,"",0,"",-99999,99999,0,1
NCT04380870,NCT04380870,1,1,312437,Dyspnea,Condition,0,870949074,128,147,shortness of breath,in the last 28 days,28,"",-99999,99999,0,1
NCT04382391,NCT04382391,1,1,312437,Dyspnea,Condition,0,870952274,173,192,shortness of breath,"",0,"",-99999,99999,0,1
NCT04390191,NCT04390191,1,1,312437,Dyspnea,Condition,0,870960274,410,429,shortness of breath,"",0,"",-99999,99999,0,1
NCT04393558,NCT04393558,1,1,312437,Dyspnea,Condition,0,870965974,132,151,shortness of breath,"",0,"",-99999,99999,0,1
NCT04397692,NCT04397692,1,1,312437,Dyspnea,Condition,0,,133,152,Shortness of breath,within the previous 8 days,8,"",-99999,99999,0,1
NCT04405570,NCT04405570,1,1,312437,Dyspnea,Condition,0,870979674,794,813,shortness of breath,"",0,"",-99999,99999,0,1
NCT04405739,NCT04405739,1,1,312437,Dyspnea,Condition,0,870980474,195,214,shortness of breath,"",0,"",-99999,99999,0,1
NCT04410354,NCT04410354,1,1,312437,Dyspnea,Condition,0,870985474,233,252,shortness of breath,"",0,"",-99999,99999,0,1
NCT04321811,NCT04321811,1,1,4192174,Illness,Condition,0,,113,117,sick,"",0,"",-99999,99999,0,1
NCT04321811,NCT04321811,1,1,4192174,Illness,Condition,0,,46,50,sick,"",0,"",-99999,99999,0,1
NCT04417673,NCT04417673,1,1,22281,Sickle cell-hemoglobin SS disease,Condition,0,,329,348,Sickle Cell Disease,Current,10000,"",-99999,99999,0,1
NCT04417673,NCT04417673,1,0,22281,Sickle cell-hemoglobin SS disease,Condition,1,,668,688,Sickle Cell Disorder,Current,10000,"",-99999,99999,0,1
